ddd,asmt,smote,accuracy,0.5994583207944628
ddd,asmt,smote,fscore,0.09652012029213805
ddd,asmt,smote,precision,0.11608680675163624
ddd,asmt,smote,recall,0.7782909930715936
ddd,stdnt,smote,accuracy,0.6376767980740294
ddd,stdnt,smote,fscore,0.05131212432194693
ddd,stdnt,smote,precision,0.07526881720430108
ddd,stdnt,smote,recall,0.40415704387990764
ddd,abd,smote,accuracy,0.5464941318086067
ddd,abd,smote,fscore,0.09160086145010768
ddd,abd,smote,precision,0.0990990990990991
ddd,abd,smote,recall,0.7367205542725174
ddd,abi,smote,accuracy,0.5156485103821847
ddd,abi,smote,fscore,0.10005717552887364
ddd,abi,smote,precision,0.10040160642570281
ddd,abi,smote,recall,0.8083140877598153
ddd,asmt_stdnt,smote,accuracy,0.6426421907914535
ddd,asmt_stdnt,smote,fscore,0.08803222094361335
ddd,asmt_stdnt,smote,precision,0.11981205951448708
ddd,asmt_stdnt,smote,recall,0.7066974595842956
ddd,asmt_abd,smote,accuracy,0.6798074029491423
ddd,asmt_abd,smote,fscore,0.08968094279965508
ddd,asmt_abd,smote,precision,0.13454075032341525
ddd,asmt_abd,smote,recall,0.7205542725173211
ddd,asmt_abi,smote,accuracy,0.6233824857056877
ddd,asmt_abi,smote,fscore,0.0997855611150822
ddd,asmt_abi,smote,precision,0.12608381502890173
ddd,asmt_abi,smote,recall,0.8060046189376443
ddd,stdnt_abd,smote,accuracy,0.4455311465543184
ddd,stdnt_abd,smote,fscore,0.09760984685845141
ddd,stdnt_abd,smote,precision,0.08668022369089985
ddd,stdnt_abd,smote,recall,0.7875288683602771
ddd,stdnt_abi,smote,accuracy,0.5737285585314474
ddd,stdnt_abi,smote,fscore,0.07082728592162554
ddd,stdnt_abi,smote,precision,0.08448753462603878
ddd,stdnt_abi,smote,recall,0.5635103926096998
ddd,asmt_stdnt_abd,smote,accuracy,0.572223894071622
ddd,asmt_stdnt_abd,smote,fscore,0.08995545336973704
ddd,asmt_stdnt_abd,smote,precision,0.10309617918313571
ddd,asmt_stdnt_abd,smote,recall,0.7228637413394919
ddd,asmt_stdnt_abi,smote,accuracy,0.5723743605176046
ddd,asmt_stdnt_abi,smote,fscore,0.09296987087517934
ddd,asmt_stdnt_abi,smote,precision,0.10598626104023552
ddd,asmt_stdnt_abi,smote,recall,0.7482678983833718
